Filing ID;Company;Ticker;CIK;Filing Date;Filing Type;Period End;Fiscal Year;Fiscal Period;SEC Link;Calcbench Published;Data
2575776;ADVANCED MICRO DEVICES INC;AMD;2488;26.3.2026;DEF 14A;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/2488/000119312526129057/0001193125-26-129057-index.htm;27.3.2026;FALSE
2575712;Walmart Inc.;WMT;104169;26.3.2026;8-K;29.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/104169/000010416926000067/0000104169-26-000067-index.htm;27.3.2026;FALSE
2575404;FORD MOTOR CO;F;37996;26.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/37996/000155278126000164/0001552781-26-000164-index.htm;27.3.2026;FALSE
2575170;CATERPILLAR INC;CAT;18230;25.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/18230/000001823026000013/0000018230-26-000013-index.htm;26.3.2026;FALSE
2574747;LOCKHEED MARTIN CORP;LMT;936468;25.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/936468/000093646826000004/0000936468-26-000004-index.htm;26.3.2026;FALSE
2575183;CATERPILLAR INC;CAT;18230;25.3.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/18230/000001823026000013/0000018230-26-000013-index.htm;;FALSE
2574429;CHEVRON CORP;CVX;93410;24.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/93410/000009341026000103/0000093410-26-000103-index.htm;25.3.2026;FALSE
2573612;INTEL CORP;INTC;50863;23.3.2026;DEFR14A;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/50863/000005086326000066/0000050863-26-000066-index.htm;24.3.2026;FALSE
2573536;AT&T INC.;T;732717;22.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/732717/000119312526119888/0001193125-26-119888-index.htm;23.3.2026;FALSE
2573524;INTEL CORP;INTC;50863;22.3.2026;DEF 14A;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/50863/000005086326000061/0000050863-26-000061-index.htm;23.3.2026;FALSE
2573369;BANK OF AMERICA CORP /DE/;BAC;70858;22.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/70858/000119312526118929/0001193125-26-118929-index.htm;23.3.2026;FALSE
2572756;Walt Disney Co;DIS;1744489;19.3.2026;8-K;26.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1744489/000162828026020172/0001628280-26-020172-index.htm;20.3.2026;FALSE
2572353;UNITED PARCEL SERVICE INC;UPS;1090727;18.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1090727/000162828026019856/0001628280-26-019856-index.htm;19.3.2026;FALSE
2571375;Jpmorgan Chase & Co;JPM;19617;17.3.2026;WIREPR;30.3.2026;2026;1;https://www.businesswire.com/news/home/20260317734242/en/JPMorganChase-to-Host-First-Quarter-2026-Earnings-Call;17.3.2026;FALSE
2570897;DEERE & CO;DE;315189;15.3.2026;8-K;30.4.2026;2026;2;https://www.sec.gov/Archives/edgar/data/315189/000110465926028536/0001104659-26-028536-index.htm;16.3.2026;FALSE
2570613;Salesforce, Inc.;CRM;1108524;15.3.2026;8-K;29.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/1108524/000119312526107403/0001193125-26-107403-index.htm;16.3.2026;FALSE
2570317;Salesforce, Inc.;CRM;1108524;12.3.2026;8-K;29.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/1108524/000119312526106356/0001193125-26-106356-index.htm;13.3.2026;FALSE
2570215;Walmart Inc.;WMT;104169;12.3.2026;10-K;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/104169/000010416926000055/0000104169-26-000055-index.htm;13.3.2026;TRUE
2570226;FORD MOTOR CO;F;37996;12.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/37996/000003799626000073/0000037996-26-000073-index.htm;13.3.2026;FALSE
2570193;Walmart Inc.;WMT;104169;12.3.2026;8-K;29.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/104169/000010416926000057/0000104169-26-000057-index.htm;13.3.2026;FALSE
2570191;VERIZON COMMUNICATIONS INC;VZ;732712;12.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732712/000073271226000010/0000732712-26-000010-index.htm;13.3.2026;FALSE
2569711;Salesforce, Inc.;CRM;1108524;11.3.2026;8-K;29.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/1108524/000119312526104282/0001193125-26-104282-index.htm;12.3.2026;FALSE
2569499;AT&T INC.;T;732717;11.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732717/000119312526104098/0001193125-26-104098-index.htm;12.3.2026;FALSE
2569322;PFIZER INC;PFE;78003;11.3.2026;DEF 14A;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/78003/000007800326000033/0000078003-26-000033-index.htm;12.3.2026;FALSE
2568966;TARGET CORP;TGT;27419;10.3.2026;10-K;30.1.2026;2025;4;https://www.sec.gov/Archives/edgar/data/27419/000002741926000016/0000027419-26-000016-index.htm;11.3.2026;TRUE
2569006;Chubb Ltd;CB;896159;10.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/896159/000110465926026429/0001104659-26-026429-index.htm;11.3.2026;FALSE
2568709;ORACLE CORP;ORCL;1341439;10.3.2026;10-Q;27.2.2026;2026;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/0001193125-26-101045-index.htm;11.3.2026;TRUE
2568704;JOHNSON & JOHNSON;JNJ;200406;10.3.2026;DEF 14A;27.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/200406/000020040626000063/0000200406-26-000063-index.htm;11.3.2026;FALSE
2568505;ORACLE CORP;ORCL;1341439;9.3.2026;8-K;27.2.2026;2026;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312526100148/0001193125-26-100148-index.htm;10.3.2026;FALSE
2568145;NIKE, Inc.;NKE;320187;8.3.2026;8-K;27.5.2026;2026;4;https://www.sec.gov/Archives/edgar/data/320187/000032018726000020/0000320187-26-000020-index.htm;9.3.2026;FALSE
2567720;Alphabet Inc.;GOOG;1652044;5.3.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/1652044/000165204426000026/0001652044-26-000026-index.htm;6.3.2026;FALSE
2567586;Salesforce, Inc.;CRM;1108524;5.3.2026;8-K;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1108524/000110852426000062/0001108524-26-000062-index.htm;6.3.2026;FALSE
2567564;NVIDIA CORP;NVDA;1045810;5.3.2026;8-K;24.4.2026;2027;1;https://www.sec.gov/Archives/edgar/data/1045810/000104581026000024/0001045810-26-000024-index.htm;6.3.2026;FALSE
2567200;NIKE, Inc.;NKE;320187;4.3.2026;8-K;27.5.2026;2026;4;https://www.sec.gov/Archives/edgar/data/320187/000032018726000017/0000320187-26-000017-index.htm;5.3.2026;FALSE
2566008;Walt Disney Co;DIS;1744489;2.3.2026;8-K;26.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1744489/000119312526088356/0001193125-26-088356-index.htm;3.3.2026;FALSE
2565906;INTEL CORP;INTC;50863;2.3.2026;8-K;26.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/50863/000005086326000044/0000050863-26-000044-index.htm;3.3.2026;FALSE
2565739;TARGET CORP;TGT;27419;2.3.2026;8-K;30.1.2026;2025;4;https://www.sec.gov/Archives/edgar/data/27419/000002741926000012/0000027419-26-000012-index.htm;3.3.2026;FALSE
2565502;Salesforce, Inc.;CRM;1108524;1.3.2026;10-K;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/0001108524-26-000060-index.htm;2.3.2026;TRUE
2564593;VISA INC.;V;1403161;26.2.2026;8-K;30.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1403161/000140316126000063/0001403161-26-000063-index.htm;27.2.2026;FALSE
2564532;Chubb Ltd;CB;896159;26.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/896159/000089615926000005/0000896159-26-000005-index.htm;27.2.2026;TRUE
2564456;DEERE & CO;DE;315189;26.2.2026;8-K;31.1.2026;2026;1;https://www.sec.gov/Archives/edgar/data/315189/000110465926021272/0001104659-26-021272-index.htm;27.2.2026;FALSE
2563466;PFIZER INC;PFE;78003;25.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/78003/000007800326000026/0000078003-26-000026-index.htm;26.2.2026;TRUE
2563404;DEERE & CO;DE;315189;25.2.2026;10-Q;31.1.2026;2026;1;https://www.sec.gov/Archives/edgar/data/315189/000110465926020158/0001104659-26-020158-index.htm;26.2.2026;TRUE
2562802;BANK OF AMERICA CORP /DE/;BAC;70858;24.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/0000070858-26-000157-index.htm;25.2.2026;TRUE
2562730;NVIDIA CORP;NVDA;1045810;24.2.2026;10-K;24.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1045810/000104581026000021/0001045810-26-000021-index.htm;25.2.2026;TRUE
2562654;NVIDIA CORP;NVDA;1045810;24.2.2026;8-K;24.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1045810/000104581026000019/0001045810-26-000019-index.htm;25.2.2026;TRUE
2562300;Salesforce, Inc.;CRM;1108524;24.2.2026;8-K;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1108524/000110852426000056/0001108524-26-000056-index.htm;25.2.2026;TRUE
2561716;Apple Inc.;AAPL;320193;23.2.2026;8-K;26.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/320193/000114036126006577/0001140361-26-006577-index.htm;24.2.2026;FALSE
2561651;Walt Disney Co;DIS;1744489;23.2.2026;8-K;26.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1744489/000174448926000025/0001744489-26-000025-index.htm;24.2.2026;FALSE
2561374;CHEVRON CORP;CVX;93410;23.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/0000093410-26-000078-index.htm;24.2.2026;TRUE
2561334;MCDONALDS CORP;MCD;63908;23.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/63908/000006390826000035/0000063908-26-000035-index.htm;24.2.2026;TRUE
2561199;ADVANCED MICRO DEVICES INC;AMD;2488;23.2.2026;8-K;26.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/2488/000000248826000045/0000002488-26-000045-index.htm;24.2.2026;FALSE
2561060;VERIZON COMMUNICATIONS INC;VZ;732712;22.2.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732712/000119312526064358/0001193125-26-064358-index.htm;23.2.2026;FALSE
2560982;JPMORGAN CHASE & CO;JPM;19617;22.2.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/19617/000162828026010693/0001628280-26-010693-index.htm;23.2.2026;FALSE
2560764;BANK OF AMERICA CORP /DE/;BAC;70858;22.2.2026;424B4;;;;https://www.sec.gov/Archives/edgar/data/70858/000121390026019140/0001213900-26-019140-index.htm;23.2.2026;FALSE
2560265;EXXON MOBIL CORP;XOM;34088;19.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/34088/000003408826000047/0000034088-26-000047-index.htm;20.2.2026;FALSE
2559386;Walmart Inc.;WMT;104169;18.2.2026;8-K;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/104169/000010416926000032/0000104169-26-000032-index.htm;19.2.2026;TRUE
2559317;DEERE & CO;DE;315189;18.2.2026;8-K;31.1.2026;2026;1;https://www.sec.gov/Archives/edgar/data/315189/000110465926017239/0001104659-26-017239-index.htm;19.2.2026;TRUE
2558967;EXXON MOBIL CORP;XOM;34088;17.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/34088/000003408826000045/0000034088-26-000045-index.htm;18.2.2026;TRUE
2558771;FIRSTENERGY CORP;FE;1031296;17.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1031296/000103129626000046/0001031296-26-000046-index.htm;18.2.2026;TRUE
2558457;FIRSTENERGY CORP;FE;1031296;16.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1031296/000103129626000041/0001031296-26-000041-index.htm;17.2.2026;TRUE
2558432;ADVANCED MICRO DEVICES INC;AMD;2488;16.2.2026;8-K;26.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/2488/000000248826000029/0000002488-26-000029-index.htm;17.2.2026;FALSE
2558253;UNITED PARCEL SERVICE INC;UPS;1090727;16.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1090727/000162828026008432/0001628280-26-008432-index.htm;17.2.2026;TRUE
2558215;VERIZON COMMUNICATIONS INC;VZ;732712;16.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/732712/000073271226000007/0000732712-26-000007-index.htm;17.2.2026;TRUE
2560448;ADVANCED MICRO DEVICES INC;AMD;2488;16.2.2026;13F-HR;;;;http://www.sec.gov/Archives/edgar/data/2488/000119312526053420/0001193125-26-053420-index.htm;;FALSE
2557684;JPMORGAN CHASE & CO;JPM;19617;12.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/0001628280-26-008131-index.htm;13.2.2026;TRUE
2557710;BANK OF AMERICA CORP /DE/;BAC;70858;12.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/70858/000007085826000088/0000070858-26-000088-index.htm;13.2.2026;FALSE
2557623;Alphabet Inc.;GOOG;1652044;12.2.2026;8-K;30.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/1652044/000119312526051423/0001193125-26-051423-index.htm;13.2.2026;FALSE
2557446;CATERPILLAR INC;CAT;18230;12.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/0000018230-26-000008-index.htm;13.2.2026;TRUE
2557426;VISA INC.;V;1403161;12.2.2026;8-K;30.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1403161/000140316126000049/0001403161-26-000049-index.htm;13.2.2026;FALSE
2557128;VISA INC.;V;1403161;11.2.2026;8-K;30.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1403161/000162828026007709/0001628280-26-007709-index.htm;12.2.2026;FALSE
2556923;Walt Disney Co;DIS;1744489;11.2.2026;8-K;26.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1744489/000119312526048674/0001193125-26-048674-index.htm;12.2.2026;FALSE
2556697;FIRSTENERGY CORP;FE;1031296;11.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/1031296/000103129626000020/0001031296-26-000020-index.htm;12.2.2026;FALSE
2556182;JOHNSON & JOHNSON;JNJ;200406;10.2.2026;10-K;27.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/0000200406-26-000016-index.htm;11.2.2026;TRUE
2556106;MCDONALDS CORP;MCD;63908;10.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/63908/000006390826000032/0000063908-26-000032-index.htm;11.2.2026;TRUE
2555884;TARGET CORP;TGT;27419;10.2.2026;8-K;30.4.2026;2026;1;https://www.sec.gov/Archives/edgar/data/27419/000002741926000009/0000027419-26-000009-index.htm;11.2.2026;FALSE
2555872;FORD MOTOR CO;F;37996;10.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/37996/000003799626000015/0000037996-26-000015-index.htm;11.2.2026;TRUE
2555611;Ford Motor Co;F;37996;10.2.2026;WIREPR;29.12.2025;2025;4;https://www.businesswire.com/news/home/20260210946864/en/Ford-Reports-Fourth-Quarter-Full-Year-2025-Financial-Results;10.2.2026;FALSE
2555580;FORD MOTOR CO;F;37996;9.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/37996/000003799626000014/0000037996-26-000014-index.htm;10.2.2026;FALSE
2555476;MCDONALDS CORP;MCD;63908;9.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/63908/000006390826000028/0000063908-26-000028-index.htm;10.2.2026;FALSE
2555386;TARGET CORP;TGT;27419;9.2.2026;8-K;30.4.2026;2026;1;https://www.sec.gov/Archives/edgar/data/27419/000002741926000006/0000027419-26-000006-index.htm;10.2.2026;FALSE
2555293;AT&T INC.;T;732717;8.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/732717/000073271726000120/0000732717-26-000120-index.htm;9.2.2026;TRUE
2554978;VERIZON COMMUNICATIONS INC;VZ;732712;8.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732712/000119312526041947/0001193125-26-041947-index.htm;9.2.2026;FALSE
2554625;UNITED PARCEL SERVICE INC;UPS;1090727;5.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/1090727/000162828026006089/0001628280-26-006089-index.htm;6.2.2026;FALSE
2554146;AT&T INC.;T;732717;4.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732717/000119312526039407/0001193125-26-039407-index.htm;5.2.2026;FALSE
2554143;VERIZON COMMUNICATIONS INC;VZ;732712;4.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732712/000119312526039415/0001193125-26-039415-index.htm;5.2.2026;FALSE
2554137;JPMORGAN CHASE & CO;JPM;19617;4.2.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/19617/000119312526039427/0001193125-26-039427-index.htm;5.2.2026;FALSE
2553948;ORACLE CORP;ORCL;1341439;4.2.2026;8-K;27.2.2026;2026;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312526039344/0001193125-26-039344-index.htm;5.2.2026;FALSE
2553892;TARGET CORP;TGT;27419;4.2.2026;8-K;30.4.2026;2026;1;https://www.sec.gov/Archives/edgar/data/27419/000002741926000004/0000027419-26-000004-index.htm;5.2.2026;FALSE
2553665;Alphabet Inc.;GOOG;1652044;4.2.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/0001652044-26-000018-index.htm;5.2.2026;TRUE
2553615;ADVANCED MICRO DEVICES INC;AMD;2488;3.2.2026;10-K/A;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/2488/000000248826000021/0000002488-26-000021-index.htm;5.2.2026;FALSE
2553547;ORACLE CORP;ORCL;1341439;3.2.2026;8-K;27.2.2026;2026;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312526037840/0001193125-26-037840-index.htm;4.2.2026;FALSE
2553242;Alphabet Inc.;GOOG;1652044;3.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204426000012/0001652044-26-000012-index.htm;4.2.2026;TRUE
2553032;ADVANCED MICRO DEVICES INC;AMD;2488;3.2.2026;10-K;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/0000002488-26-000018-index.htm;4.2.2026;TRUE
2552807;ADVANCED MICRO DEVICES INC;AMD;2488;2.2.2026;8-K;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/2488/000000248826000014/0000002488-26-000014-index.htm;3.2.2026;TRUE
2552805;Chubb Ltd;CB;896159;2.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/896159/000119312526035589/0001193125-26-035589-index.htm;3.2.2026;TRUE
2552607;Walt Disney Co;DIS;1744489;2.2.2026;8-K;26.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448926000022/0001744489-26-000022-index.htm;3.2.2026;FALSE
2552545;PFIZER INC;PFE;78003;2.2.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/78003/000007800326000005/0000078003-26-000005-index.htm;3.2.2026;TRUE
2552121;Walt Disney Co;DIS;1744489;1.2.2026;10-Q;26.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448926000019/0001744489-26-000019-index.htm;2.2.2026;TRUE
2552115;Walt Disney Co;DIS;1744489;1.2.2026;8-K;26.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448926000018/0001744489-26-000018-index.htm;2.2.2026;TRUE
2551857;CHEVRON CORP;CVX;93410;29.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/93410/000009341026000021/0000093410-26-000021-index.htm;30.1.2026;FALSE
2551778;Walmart Inc.;WMT;104169;29.1.2026;8-K/A;30.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/104169/000010416926000028/0000104169-26-000028-index.htm;30.1.2026;FALSE
2551626;VERIZON COMMUNICATIONS INC;VZ;732712;29.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732712/000119312526030578/0001193125-26-030578-index.htm;30.1.2026;FALSE
2551548;EXXON MOBIL CORP;XOM;34088;29.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/34088/000003408826000033/0000034088-26-000033-index.htm;30.1.2026;TRUE
2551546;VERIZON COMMUNICATIONS INC;VZ;732712;29.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/732712/000073271226000003/0000732712-26-000003-index.htm;30.1.2026;TRUE
2551538;CHEVRON CORP;CVX;93410;29.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/93410/000009341026000019/0000093410-26-000019-index.htm;30.1.2026;TRUE
2551537;Apple Inc.;AAPL;320193;29.1.2026;10-Q;26.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/0000320193-26-000006-index.htm;30.1.2026;TRUE
2551531;VISA INC.;V;1403161;29.1.2026;10-Q;30.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316126000045/0001403161-26-000045-index.htm;30.1.2026;TRUE
2551427;LOCKHEED MARTIN CORP;LMT;936468;28.1.2026;10-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/936468/000162828026004195/0001628280-26-004195-index.htm;29.1.2026;TRUE
2551359;FORD MOTOR CO;F;37996;28.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/37996/000003799626000011/0000037996-26-000011-index.htm;29.1.2026;FALSE
2551334;Apple Inc.;AAPL;320193;28.1.2026;8-K;26.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/320193/000032019326000005/0000320193-26-000005-index.htm;29.1.2026;TRUE
2551180;VISA INC.;V;1403161;28.1.2026;8-K;30.12.2025;2026;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316126000044/0001403161-26-000044-index.htm;29.1.2026;TRUE
2550974;LOCKHEED MARTIN CORP;LMT;936468;28.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/936468/000162828026003970/0001628280-26-003970-index.htm;29.1.2026;FALSE
2550889;CATERPILLAR INC;CAT;18230;28.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/0000018230-26-000003-index.htm;29.1.2026;TRUE
2550686;VISA INC.;V;1403161;27.1.2026;8-K;29.3.2026;2026;2;https://www.sec.gov/Archives/edgar/data/1403161/000140316126000029/0001403161-26-000029-index.htm;28.1.2026;FALSE
2550562;MICROSOFT CORP;MSFT;789019;27.1.2026;10-Q;30.12.2025;2026;2;https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/0001193125-26-027207-index.htm;28.1.2026;TRUE
2550517;MICROSOFT CORP;MSFT;789019;27.1.2026;8-K;30.12.2025;2026;2;https://www.sec.gov/Archives/edgar/data/789019/000119312526027198/0001193125-26-027198-index.htm;28.1.2026;TRUE
2550320;AT&T INC.;T;732717;27.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/732717/000073271726000047/0000732717-26-000047-index.htm;28.1.2026;TRUE
2550315;AT&T INC.;T;732717;27.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/732717/000073271726000046/0000732717-26-000046-index.htm;28.1.2026;FALSE
2550090;CHEVRON CORP;CVX;93410;26.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/93410/000009341026000010/0000093410-26-000010-index.htm;27.1.2026;FALSE
2549790;UNITED PARCEL SERVICE INC;UPS;1090727;26.1.2026;8-K;30.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1090727/000162828026003510/0001628280-26-003510-index.htm;27.1.2026;TRUE
2549240;INTEL CORP;INTC;50863;22.1.2026;8-K;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/50863/000005086326000031/0000050863-26-000031-index.htm;23.1.2026;FALSE
2549226;NVIDIA CORP;NVDA;1045810;22.1.2026;8-K;24.1.2026;2026;4;https://www.sec.gov/Archives/edgar/data/1045810/000104581026000003/0001045810-26-000003-index.htm;23.1.2026;FALSE
2549001;PROCTER & GAMBLE Co;PG;80424;22.1.2026;10-Q;30.12.2025;2026;2;https://www.sec.gov/Archives/edgar/data/80424/000008042426000011/0000080424-26-000011-index.htm;23.1.2026;TRUE
2549000;INTEL CORP;INTC;50863;22.1.2026;10-K;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/0000050863-26-000011-index.htm;23.1.2026;TRUE
2548816;JPMORGAN CHASE & CO;JPM;19617;21.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/19617/000001961726000052/0000019617-26-000052-index.htm;22.1.2026;FALSE
2548805;Walt Disney Co;DIS;1744489;21.1.2026;DEF 14A;26.9.2025;2025;4;https://www.sec.gov/Archives/edgar/data/1744489/000174448926000013/0001744489-26-000013-index.htm;22.1.2026;FALSE
2548772;JPMORGAN CHASE & CO;JPM;19617;21.1.2026;8-K;29.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/19617/000119312526019450/0001193125-26-019450-index.htm;22.1.2026;FALSE
2548764;INTEL CORP;INTC;50863;21.1.2026;8-K;26.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/50863/000005086326000009/0000050863-26-000009-index.htm;22.1.2026;TRUE
2548719;DEERE & CO;DE;315189;21.1.2026;8-K;31.1.2026;2026;1;https://www.sec.gov/Archives/edgar/data/315189/000110465926005771/0001104659-26-005771-index.htm;22.1.2026;FALSE
2548683;PROCTER & GAMBLE Co;PG;80424;21.1.2026;8-K;29.3.2026;2026;3;https://www.sec.gov/Archives/edgar/data/80424/000008042426000009/0000080424-26-000009-index.htm;22.1.2026;FALSE
2548676;TARGET CORP;TGT;27419;21.1.2026;8-K;30.1.2026;2025;4;https://www.sec.gov/Archives/edgar/data/27419/000002741926000002/0000027419-26-000002-index.htm;22.1.2026;FALSE
2548593;PROCTER & GAMBLE Co;PG;80424;21.1.2026;8-K;30.12.2025;2026;2;https://www.sec.gov/Archives/edgar/data/80424/000008042426000006/0000080424-26-000006-index.htm;22.1.2026;TRUE
2548171;JOHNSON & JOHNSON;JNJ;200406;20.1.2026;8-K;27.12.2025;2025;4;https://www.sec.gov/Archives/edgar/data/200406/000020040626000002/0000200406-26-000002-index.htm;21.1.2026;FALSE
2547986;ADVANCED MICRO DEVICES INC;AMD;2488;19.1.2026;8-K;26.3.2026;2026;1;https://www.sec.gov/Archives/edgar/data/2488/000000248826000002/0000002488-26-000002-index.htm;20.1.2026;FALSE
