Filing ID;Company;Ticker;CIK;Filing Date;Filing Type;Period End;Fiscal Year;Fiscal Period;SEC Link;Calcbench Published;Data
1870050;PFIZER INC;PFE;78003;7.2.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/78003/000007800322000003/0000078003-22-000003-index.htm;8.2.2022;TRUE
1870028;NVIDIA CORP;NVDA;1045810;7.2.2022;8-K;28.1.2023;2023;4;https://www.sec.gov/Archives/edgar/data/1045810/000104581022000005/0001045810-22-000005-index.htm;8.2.2022;FALSE
1869829;CATERPILLAR INC;CAT;18230;6.2.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/18230/000001823022000019/0000018230-22-000019-index.htm;7.2.2022;FALSE
1869200;BANK OF AMERICA CORP /DE/;BAC;70858;3.2.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/70858/000007085822000055/0000070858-22-000055-index.htm;4.2.2022;FALSE
1868911;FORD MOTOR CO;F;37996;3.2.2022;10-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000003799622000013/0000037996-22-000013-index.htm;4.2.2022;TRUE
1868741;ADVANCED MICRO DEVICES INC;AMD;2488;2.2.2022;10-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/0000002488-22-000016-index.htm;3.2.2022;TRUE
1868509;FORD MOTOR CO;F;37996;2.2.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000003799622000012/0000037996-22-000012-index.htm;3.2.2022;FALSE
1867889;JOHNSON & JOHNSON;JNJ;200406;1.2.2022;8-K;2.4.2022;2022;1;https://www.sec.gov/Archives/edgar/data/200406/000020040622000015/0000200406-22-000015-index.htm;2.2.2022;FALSE
1867644;FORD MOTOR CO;F;37996;1.2.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/37996/000003799622000008/0000037996-22-000008-index.htm;2.2.2022;FALSE
1867509;Alphabet Inc.;GOOG;1652044;1.2.2022;10-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/0001652044-22-000019-index.htm;2.2.2022;TRUE
1867244;PROCTER & GAMBLE Co;PG;80424;31.1.2022;8-K;30.3.2022;2022;3;https://www.sec.gov/Archives/edgar/data/80424/000119312522024644/0001193125-22-024644-index.htm;1.2.2022;FALSE
1867201;Chubb Ltd;CB;896159;31.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/896159/000119312522024614/0001193125-22-024614-index.htm;1.2.2022;FALSE
1867184;ADVANCED MICRO DEVICES INC;AMD;2488;31.1.2022;8-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/2488/000000248822000014/0000002488-22-000014-index.htm;1.2.2022;TRUE
1867127;Alphabet Inc.;GOOG;1652044;31.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204422000015/0001652044-22-000015-index.htm;1.2.2022;TRUE
1866981;LOCKHEED MARTIN CORP;LMT;936468;31.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/936468/000093646822000011/0000936468-22-000011-index.htm;1.2.2022;FALSE
1866898;EXXON MOBIL CORP;XOM;34088;31.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/34088/000003408822000005/0000034088-22-000005-index.htm;1.2.2022;FALSE
1866863;AT&T INC.;T;732717;31.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/732717/000119312522023926/0001193125-22-023926-index.htm;1.2.2022;FALSE
1866831;UNITED PARCEL SERVICE INC;UPS;1090727;31.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1090727/000109072722000004/0001090727-22-000004-index.htm;1.2.2022;TRUE
1866692;BANK OF AMERICA CORP /DE/;BAC;70858;30.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/70858/000119312522023436/0001193125-22-023436-index.htm;31.1.2022;FALSE
1866656;CHEVRON CORP;CVX;93410;30.1.2022;8-K;30.3.2022;2022;1;https://www.sec.gov/Archives/edgar/data/93410/000009341022000009/0000093410-22-000009-index.htm;31.1.2022;FALSE
1866643;EXXON MOBIL CORP;XOM;34088;30.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/34088/000003408822000002/0000034088-22-000002-index.htm;31.1.2022;FALSE
1865983;CHEVRON CORP;CVX;93410;27.1.2022;8-K/A;30.3.2022;2022;1;https://www.sec.gov/Archives/edgar/data/93410/000009341022000006/0000093410-22-000006-index.htm;28.1.2022;FALSE
1865946;VISA INC.;V;1403161;27.1.2022;10-Q;30.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316122000013/0001403161-22-000013-index.htm;28.1.2022;TRUE
1865685;CHEVRON CORP;CVX;93410;27.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/93410/000009341022000004/0000093410-22-000004-index.htm;28.1.2022;TRUE
1865675;CATERPILLAR INC;CAT;18230;27.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/18230/000001823022000014/0000018230-22-000014-index.htm;28.1.2022;TRUE
1865656;Apple Inc.;AAPL;320193;27.1.2022;10-Q;24.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/320193/000032019322000007/0000320193-22-000007-index.htm;28.1.2022;TRUE
1865397;Apple Inc.;AAPL;320193;26.1.2022;8-K;24.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/320193/000032019322000006/0000320193-22-000006-index.htm;27.1.2022;TRUE
1865369;FIRSTENERGY CORP;FE;1031296;26.1.2022;8-K;30.3.2022;2022;1;https://www.sec.gov/Archives/edgar/data/1031296/000103129622000002/0001031296-22-000002-index.htm;27.1.2022;FALSE
1865285;VISA INC.;V;1403161;26.1.2022;8-K;30.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/1403161/000140316122000009/0001403161-22-000009-index.htm;27.1.2022;TRUE
1864936;INTEL CORP;INTC;50863;26.1.2022;10-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/50863/000005086322000007/0000050863-22-000007-index.htm;27.1.2022;TRUE
1865104;ADVANCED MICRO DEVICES INC;AMD;2488;26.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/2488/000000248822000009/0000002488-22-000009-index.htm;27.1.2022;FALSE
1864994;MCDONALDS CORP;MCD;63908;26.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/63908/000006390822000002/0000063908-22-000002-index.htm;27.1.2022;TRUE
1864797;VISA INC.;V;1403161;25.1.2022;8-K;29.9.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316122000005/0001403161-22-000005-index.htm;26.1.2022;FALSE
1864620;INTEL CORP;INTC;50863;25.1.2022;8-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/50863/000005086322000006/0000050863-22-000006-index.htm;26.1.2022;TRUE
1864393;AT&T INC.;T;732717;25.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732717/000073271722000010/0000732717-22-000010-index.htm;26.1.2022;TRUE
1864380;AT&T INC.;T;732717;25.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/732717/000073271722000009/0000732717-22-000009-index.htm;26.1.2022;FALSE
1864136;BANK OF AMERICA CORP /DE/;BAC;70858;24.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/70858/000119312522017096/0001193125-22-017096-index.htm;25.1.2022;FALSE
1864115;MICROSOFT CORP;MSFT;789019;24.1.2022;10-Q;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/789019/000156459022002324/0001564590-22-002324-index.htm;25.1.2022;TRUE
1864111;JPMORGAN CHASE & CO;JPM;19617;24.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/19617/000119312522017078/0001193125-22-017078-index.htm;25.1.2022;FALSE
1864047;MICROSOFT CORP;MSFT;789019;24.1.2022;8-K;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/789019/000119312522017041/0001193125-22-017041-index.htm;25.1.2022;TRUE
1863913;LOCKHEED MARTIN CORP;LMT;936468;24.1.2022;10-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/936468/000093646822000008/0000936468-22-000008-index.htm;25.1.2022;TRUE
1863904;JOHNSON & JOHNSON;JNJ;200406;24.1.2022;8-K;1.1.2022;2021;4;https://www.sec.gov/Archives/edgar/data/200406/000020040622000012/0000200406-22-000012-index.htm;25.1.2022;FALSE
1863879;LOCKHEED MARTIN CORP;LMT;936468;24.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/936468/000093646822000006/0000936468-22-000006-index.htm;25.1.2022;TRUE
1863867;VERIZON COMMUNICATIONS INC;VZ;732712;24.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732712/000073271222000004/0000732712-22-000004-index.htm;25.1.2022;TRUE
1863500;TARGET CORP;TGT;27419;23.1.2022;8-K;28.1.2022;2021;4;https://www.sec.gov/Archives/edgar/data/27419/000110465922006784/0001104659-22-006784-index.htm;24.1.2022;FALSE
1862664;JPMORGAN CHASE & CO;JPM;19617;19.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/19617/000001961722000136/0000019617-22-000136-index.htm;20.1.2022;FALSE
1862634;TARGET CORP;TGT;27419;19.1.2022;8-K;28.1.2022;2021;4;https://www.sec.gov/Archives/edgar/data/27419/000110465922005945/0001104659-22-005945-index.htm;20.1.2022;FALSE
1862595;Chubb Ltd;CB;896159;19.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/896159/000110465922005934/0001104659-22-005934-index.htm;20.1.2022;FALSE
1862495;Bank Of America Corp /DE/;BAC;70858;20.1.2022;WIREPR;30.12.2022;2022;4;https://www.prnewswire.com/news-releases/bank-of-america-rapporteert-financiele-resultaten-vierde-kwartaal-2021-811707560.html;20.1.2022;FALSE
1862408;Bank Of America Corp /DE/;BAC;70858;20.1.2022;WIREPR;30.12.2022;2022;4;https://www.prnewswire.com/news-releases/bank-of-america-communique-ses-resultats-financiers-du-quatrieme-trimestre-de-2021-882829975.html;20.1.2022;FALSE
1862256;Bank Of America Corp /DE/;BAC;70858;19.1.2022;WIREPR;30.12.2022;2022;4;https://www.prnewswire.com/news-releases/bank-of-america-divulga-resultados-financeiros-do-quarto-trimestre-de-2021-826143685.html;19.1.2022;FALSE
1862205;PROCTER & GAMBLE Co;PG;80424;18.1.2022;10-Q;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/80424/000008042422000016/0000080424-22-000016-index.htm;19.1.2022;TRUE
1862093;PROCTER & GAMBLE Co;PG;80424;18.1.2022;8-K;30.3.2022;2022;3;https://www.sec.gov/Archives/edgar/data/80424/000008042422000014/0000080424-22-000014-index.htm;19.1.2022;FALSE
1862020;PROCTER & GAMBLE Co;PG;80424;18.1.2022;8-K;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/80424/000008042422000011/0000080424-22-000011-index.htm;19.1.2022;FALSE
1862011;BANK OF AMERICA CORP /DE/;BAC;70858;18.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/70858/000007085822000009/0000070858-22-000009-index.htm;19.1.2022;TRUE
1862262;Walt Disney Co;DIS;1744489;18.1.2022;DEF 14A;1.10.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1744489/000119312522012592/0001193125-22-012592-index.htm;;FALSE
1861707;FORD MOTOR CO;F;37996;17.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000003799622000005/0000037996-22-000005-index.htm;18.1.2022;FALSE
1861699;Ford Motor Co;F;37996;18.1.2022;WIREPR;30.12.2021;2021;4;https://www.businesswire.com/news/home/20220118006131/en/Ford-Provides-Update-on-Certain-Special-Items-for-FY2021-Results;18.1.2022;FALSE
1861591;MICROSOFT CORP;MSFT;789019;17.1.2022;8-K;30.3.2022;2022;3;https://www.sec.gov/Archives/edgar/data/789019/000119312522010667/0001193125-22-010667-index.htm;18.1.2022;FALSE
1860858;JPMORGAN CHASE & CO;JPM;19617;13.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/19617/000001961722000081/0000019617-22-000081-index.htm;14.1.2022;FALSE
1860802;JPMORGAN CHASE & CO;JPM;19617;13.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/19617/000001961722000079/0000019617-22-000079-index.htm;14.1.2022;TRUE
1860207;PROCTER & GAMBLE Co;PG;80424;11.1.2022;8-K;30.3.2022;2022;3;https://www.sec.gov/Archives/edgar/data/80424/000008042422000004/0000080424-22-000004-index.htm;12.1.2022;FALSE
1859854;PROCTER & GAMBLE Co;PG;80424;10.1.2022;8-K;30.3.2022;2022;3;https://www.sec.gov/Archives/edgar/data/80424/000008042422000002/0000080424-22-000002-index.htm;11.1.2022;FALSE
1859502;INTEL CORP;INTC;50863;9.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/50863/000119312522005658/0001193125-22-005658-index.htm;10.1.2022;FALSE
1858629;DEERE & CO;DE;315189;6.1.2022;DEF 14A;30.10.2021;2021;4;https://www.sec.gov/Archives/edgar/data/315189/000120677422000016/0001206774-22-000016-index.htm;7.1.2022;TRUE
1858486;JOHNSON & JOHNSON;JNJ;200406;5.1.2022;8-K;2.4.2022;2022;1;https://www.sec.gov/Archives/edgar/data/200406/000020040622000004/0000200406-22-000004-index.htm;6.1.2022;FALSE
1858466;NIKE, Inc.;NKE;320187;5.1.2022;10-Q;29.11.2021;2022;2;https://www.sec.gov/Archives/edgar/data/320187/000032018722000004/0000320187-22-000004-index.htm;6.1.2022;TRUE
1858451;Apple Inc.;AAPL;320193;5.1.2022;DEF 14A;24.9.2021;2021;4;https://www.sec.gov/Archives/edgar/data/320193/000119312522003583/0001193125-22-003583-index.htm;6.1.2022;TRUE
1857962;Jpmorgan Chase & Co;JPM;19617;5.1.2022;WIREPR;30.12.2022;2022;4;https://www.businesswire.com/news/home/20220105005981/en/JPMorgan-Chase-to-Host-Fourth-Quarter-and-Full-Year-2021-Earnings-Call;5.1.2022;FALSE
1857881;FORD MOTOR CO;F;37996;4.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/37996/000003799622000002/0000037996-22-000002-index.htm;5.1.2022;FALSE
1857818;AT&T INC.;T;732717;4.1.2022;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732717/000073271722000004/0000732717-22-000004-index.htm;5.1.2022;FALSE
1857437;Alphabet Inc.;GOOG;1652044;3.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1652044/000165204422000009/0001652044-22-000009-index.htm;4.1.2022;FALSE
1856974;JPMORGAN CHASE & CO;JPM;19617;2.1.2022;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/19617/000119312522000220/0001193125-22-000220-index.htm;3.1.2022;FALSE
1856748;VISA INC.;V;1403161;29.12.2021;8-K;29.9.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316121000072/0001403161-21-000072-index.htm;30.12.2021;FALSE
1856737;EXXON MOBIL CORP;XOM;34088;29.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/34088/000003408821000072/0000034088-21-000072-index.htm;30.12.2021;FALSE
1856598;INTEL CORP;INTC;50863;29.12.2021;8-K;30.12.2022;2022;4;https://www.sec.gov/Archives/edgar/data/50863/000119312521369552/0001193125-21-369552-index.htm;30.12.2021;FALSE
1856377;AT&T INC.;T;732717;28.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732717/000073271721000094/0000732717-21-000094-index.htm;29.12.2021;FALSE
1855711;ADVANCED MICRO DEVICES INC;AMD;2488;22.12.2021;8-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/2488/000000248821000205/0000002488-21-000205-index.htm;23.12.2021;FALSE
1854836;ORACLE CORP;ORCL;1341439;20.12.2021;8-K;27.2.2022;2022;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312521363742/0001193125-21-363742-index.htm;21.12.2021;FALSE
1854757;Walt Disney Co;DIS;1744489;20.12.2021;8-K;31.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448921000271/0001744489-21-000271-index.htm;21.12.2021;FALSE
1854732;FIRSTENERGY CORP;FE;1031296;20.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1031296/000103129621000101/0001031296-21-000101-index.htm;21.12.2021;FALSE
1854587;UNITED PARCEL SERVICE INC;UPS;1090727;20.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1090727/000109072721000046/0001090727-21-000046-index.htm;21.12.2021;FALSE
1854341;ORACLE CORP;ORCL;1341439;19.12.2021;8-K;27.2.2022;2022;3;https://www.sec.gov/Archives/edgar/data/1341439/000119312521362532/0001193125-21-362532-index.htm;20.12.2021;FALSE
1854243;NIKE, Inc.;NKE;320187;19.12.2021;8-K;29.11.2021;2022;2;https://www.sec.gov/Archives/edgar/data/320187/000032018721000055/0000320187-21-000055-index.htm;20.12.2021;FALSE
1853580;EXXON MOBIL CORP;XOM;34088;16.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/34088/000095010321019926/0000950103-21-019926-index.htm;17.12.2021;FALSE
1853440;JPMORGAN CHASE & CO;JPM;19617;16.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/19617/000119312521360098/0001193125-21-360098-index.htm;17.12.2021;FALSE
1853075;DEERE & CO;DE;315189;15.12.2021;10-K;30.10.2021;2021;4;https://www.sec.gov/Archives/edgar/data/315189/000155837021016864/0001558370-21-016864-index.htm;16.12.2021;TRUE
1853009;MCDONALDS CORP;MCD;63908;15.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/63908/000006390821000042/0000063908-21-000042-index.htm;16.12.2021;FALSE
1852663;VISA INC.;V;1403161;14.12.2021;8-K;29.9.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316121000069/0001403161-21-000069-index.htm;15.12.2021;FALSE
1852545;PFIZER INC;PFE;78003;14.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/78003/000007800321000118/0000078003-21-000118-index.htm;15.12.2021;FALSE
1852342;JPMORGAN CHASE & CO;JPM;19617;14.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/19617/000001961721000534/0000019617-21-000534-index.htm;15.12.2021;FALSE
1852336;JPMORGAN CHASE & CO;JPM;19617;14.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/19617/000001961721000531/0000019617-21-000531-index.htm;15.12.2021;FALSE
1851591;FIRSTENERGY CORP;FE;1031296;12.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1031296/000103129621000099/0001031296-21-000099-index.htm;13.12.2021;FALSE
1850970;ORACLE CORP;ORCL;1341439;9.12.2021;10-Q;29.11.2021;2022;2;https://www.sec.gov/Archives/edgar/data/1341439/000156459021060022/0001564590-21-060022-index.htm;10.12.2021;TRUE
1850954;PROCTER & GAMBLE Co;PG;80424;9.12.2021;8-K;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/80424/000008042421000138/0000080424-21-000138-index.htm;10.12.2021;FALSE
1850946;JPMORGAN CHASE & CO;JPM;19617;9.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/19617/000119312521353966/0001193125-21-353966-index.htm;10.12.2021;FALSE
1850448;ORACLE CORP;ORCL;1341439;8.12.2021;8-K;29.11.2021;2022;2;https://www.sec.gov/Archives/edgar/data/1341439/000156459021059893/0001564590-21-059893-index.htm;9.12.2021;TRUE
1850248;FORD MOTOR CO;F;37996;8.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000003799621000099/0000037996-21-000099-index.htm;9.12.2021;FALSE
1849336;INTEL CORP;INTC;50863;6.12.2021;8-K;24.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/50863/000119312521350395/0001193125-21-350395-index.htm;7.12.2021;FALSE
1848886;AT&T INC.;T;732717;5.12.2021;8-K/A;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732717/000073271721000088/0000732717-21-000088-index.htm;6.12.2021;FALSE
1847787;SALESFORCE.COM, INC.;CRM;1108524;1.12.2021;10-Q;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/1108524/000110852421000055/0001108524-21-000055-index.htm;2.12.2021;TRUE
1847730;VERIZON COMMUNICATIONS INC;VZ;732712;1.12.2021;8-K/A;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732712/000119312521346654/0001193125-21-346654-index.htm;2.12.2021;FALSE
1847714;VERIZON COMMUNICATIONS INC;VZ;732712;1.12.2021;8-K/A;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732712/000119312521346650/0001193125-21-346650-index.htm;2.12.2021;FALSE
1847659;VISA INC.;V;1403161;1.12.2021;DEF 14A;29.9.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1403161/000119312521346291/0001193125-21-346291-index.htm;2.12.2021;TRUE
1847640;FORD MOTOR CO;F;37996;1.12.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000003799621000097/0000037996-21-000097-index.htm;2.12.2021;FALSE
1847434;Walmart Inc.;WMT;104169;30.11.2021;10-Q;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/104169/000010416921000072/0000104169-21-000072-index.htm;1.12.2021;TRUE
1847429;VISA INC.;V;1403161;30.11.2021;8-K;29.9.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316121000065/0001403161-21-000065-index.htm;1.12.2021;FALSE
1847393;Walt Disney Co;DIS;1744489;30.11.2021;8-K;31.12.2021;2022;1;https://www.sec.gov/Archives/edgar/data/1744489/000174448921000230/0001744489-21-000230-index.htm;1.12.2021;FALSE
1846937;SALESFORCE.COM, INC.;CRM;1108524;29.11.2021;8-K;30.1.2022;2022;4;https://www.sec.gov/Archives/edgar/data/1108524/000119312521343775/0001193125-21-343775-index.htm;30.11.2021;FALSE
1846893;MICROSOFT CORP;MSFT;789019;29.11.2021;8-K;30.12.2021;2022;2;https://www.sec.gov/Archives/edgar/data/789019/000119312521343711/0001193125-21-343711-index.htm;30.11.2021;FALSE
1846870;EXXON MOBIL CORP;XOM;34088;29.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/34088/000003408821000069/0000034088-21-000069-index.htm;30.11.2021;FALSE
1846859;At&T Inc.;T;732717;30.11.2021;WIREPR;30.12.2021;2021;4;https://www.businesswire.com/news/home/20211130006087/en/ATT-Communications-CEO-Updates-Shareholders;30.11.2021;FALSE
1846838;SALESFORCE.COM, INC.;CRM;1108524;29.11.2021;8-K;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/1108524/000110852421000051/0001108524-21-000051-index.htm;30.11.2021;TRUE
1846217;Walmart Inc.;WMT;104169;28.11.2021;8-K;30.1.2022;2022;4;https://www.sec.gov/Archives/edgar/data/104169/000010416921000068/0000104169-21-000068-index.htm;29.11.2021;FALSE
1845590;Walt Disney Co;DIS;1744489;23.11.2021;10-K;1.10.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1744489/000174448921000220/0001744489-21-000220-index.htm;24.11.2021;TRUE
1845510;TARGET CORP;TGT;27419;23.11.2021;10-Q;29.10.2021;2021;3;https://www.sec.gov/Archives/edgar/data/27419/000002741921000034/0000027419-21-000034-index.htm;24.11.2021;TRUE
1845384;DEERE & CO;DE;315189;23.11.2021;8-K;30.10.2021;2021;4;https://www.sec.gov/Archives/edgar/data/315189/000155837021016306/0001558370-21-016306-index.htm;24.11.2021;TRUE
1845045;Walmart Inc.;WMT;104169;22.11.2021;8-K;30.1.2022;2022;4;https://www.sec.gov/Archives/edgar/data/104169/000010416921000065/0000104169-21-000065-index.htm;23.11.2021;FALSE
1845004;VERIZON COMMUNICATIONS INC;VZ;732712;22.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/732712/000119312521337924/0001193125-21-337924-index.htm;23.11.2021;FALSE
1844189;NVIDIA CORP;NVDA;1045810;21.11.2021;10-Q;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/1045810/000104581021000163/0001045810-21-000163-index.htm;22.11.2021;TRUE
1843796;FORD MOTOR CO;F;37996;18.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/37996/000110465921141895/0001104659-21-141895-index.htm;19.11.2021;FALSE
1843767;PFIZER INC;PFE;78003;18.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/78003/000007800321000114/0000078003-21-000114-index.htm;19.11.2021;FALSE
1843130;VISA INC.;V;1403161;17.11.2021;10-K;29.9.2021;2021;4;https://www.sec.gov/Archives/edgar/data/1403161/000140316121000060/0001403161-21-000060-index.htm;18.11.2021;TRUE
1843009;DEERE & CO;DE;315189;17.11.2021;8-K;29.10.2022;2022;4;https://www.sec.gov/Archives/edgar/data/315189/000155837021016197/0001558370-21-016197-index.htm;18.11.2021;FALSE
1842906;Chubb Ltd;CB;896159;17.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/896159/000119312521333248/0001193125-21-333248-index.htm;18.11.2021;FALSE
1842598;EXXON MOBIL CORP;XOM;34088;16.11.2021;8-K;30.12.2021;2021;4;https://www.sec.gov/Archives/edgar/data/34088/000003408821000066/0000034088-21-000066-index.htm;17.11.2021;FALSE
1842522;At&T Inc.;T;732717;17.11.2021;WIREPR;30.12.2021;2021;4;https://www.businesswire.com/news/home/20211117006335/en/ATT-CFO-Updates-Shareholders;17.11.2021;FALSE
1842516;NVIDIA CORP;NVDA;1045810;16.11.2021;8-K;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/1045810/000104581021000160/0001045810-21-000160-index.htm;17.11.2021;TRUE
1842339;DEERE & CO;DE;315189;16.11.2021;8-K;29.10.2022;2022;4;https://www.sec.gov/Archives/edgar/data/315189/000155837021016124/0001558370-21-016124-index.htm;17.11.2021;FALSE
1842281;TARGET CORP;TGT;27419;16.11.2021;8-K;29.10.2021;2021;3;https://www.sec.gov/Archives/edgar/data/27419/000002741921000031/0000027419-21-000031-index.htm;17.11.2021;TRUE
1841529;Walmart Inc.;WMT;104169;15.11.2021;8-K;30.10.2021;2022;3;https://www.sec.gov/Archives/edgar/data/104169/000010416921000063/0000104169-21-000063-index.htm;16.11.2021;TRUE
1840852;JOHNSON & JOHNSON;JNJ;200406;14.11.2021;8-K;1.1.2022;2021;4;https://www.sec.gov/Archives/edgar/data/200406/000020040621000072/0000200406-21-000072-index.htm;15.11.2021;FALSE
1838360;Apple Inc.;AAPL;320193;11.11.2021;8-K;23.9.2022;2022;4;https://www.sec.gov/Archives/edgar/data/320193/000119312521328151/0001193125-21-328151-index.htm;12.11.2021;FALSE
1838242;ORACLE CORP;ORCL;1341439;11.11.2021;8-K;29.11.2021;2022;2;https://www.sec.gov/Archives/edgar/data/1341439/000119312521328116/0001193125-21-328116-index.htm;12.11.2021;FALSE
