Filing ID,Company,Ticker,CIK,Filing Date,Filing Type,Period End,Fiscal Year,Fiscal Period,SEC Link,Calcbench Published,Data,is_verified_signal
2568709,ORACLE CORP,ORCL,1341439,2026-03-10,10-Q,27.2.2026,2026.0,3.0,https://www.sec.gov/Archives/edgar/data/1341439/000119312526101045/0001193125-26-101045-index.htm,2026-03-11,True,True
2563404,DEERE & CO,DE,315189,2026-02-25,10-Q,31.1.2026,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/315189/000110465926020158/0001104659-26-020158-index.htm,2026-02-26,True,True
2562654,NVIDIA CORP,NVDA,1045810,2026-02-24,8-K,24.1.2026,2026.0,4.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581026000019/0001045810-26-000019-index.htm,2026-02-25,True,True
2562300,"Salesforce, Inc.",CRM,1108524,2026-02-24,8-K,30.1.2026,2026.0,4.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000056/0001108524-26-000056-index.htm,2026-02-25,True,True
2559386,Walmart Inc.,WMT,104169,2026-02-18,8-K,30.1.2026,2026.0,4.0,https://www.sec.gov/Archives/edgar/data/104169/000010416926000032/0000104169-26-000032-index.htm,2026-02-19,True,True
2559317,DEERE & CO,DE,315189,2026-02-18,8-K,31.1.2026,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/315189/000110465926017239/0001104659-26-017239-index.htm,2026-02-19,True,True
2558457,FIRSTENERGY CORP,FE,1031296,2026-02-16,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129626000041/0001031296-26-000041-index.htm,2026-02-17,True,True
2556106,MCDONALDS CORP,MCD,63908,2026-02-10,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/63908/000006390826000032/0000063908-26-000032-index.htm,2026-02-11,True,True
2553242,Alphabet Inc.,GOOG,1652044,2026-02-03,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000012/0001652044-26-000012-index.htm,2026-02-04,True,True
2552807,ADVANCED MICRO DEVICES INC,AMD,2488,2026-02-02,8-K,26.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/2488/000000248826000014/0000002488-26-000014-index.htm,2026-02-03,True,True
2552805,Chubb Ltd,CB,896159,2026-02-02,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/896159/000119312526035589/0001193125-26-035589-index.htm,2026-02-03,True,True
2552545,PFIZER INC,PFE,78003,2026-02-02,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/78003/000007800326000005/0000078003-26-000005-index.htm,2026-02-03,True,True
2552121,Walt Disney Co,DIS,1744489,2026-02-01,10-Q,26.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000019/0001744489-26-000019-index.htm,2026-02-02,True,True
2552115,Walt Disney Co,DIS,1744489,2026-02-01,8-K,26.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448926000018/0001744489-26-000018-index.htm,2026-02-02,True,True
2551548,EXXON MOBIL CORP,XOM,34088,2026-01-29,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/34088/000003408826000033/0000034088-26-000033-index.htm,2026-01-30,True,True
2551546,VERIZON COMMUNICATIONS INC,VZ,732712,2026-01-29,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/732712/000073271226000003/0000732712-26-000003-index.htm,2026-01-30,True,True
2551538,CHEVRON CORP,CVX,93410,2026-01-29,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/93410/000009341026000019/0000093410-26-000019-index.htm,2026-01-30,True,True
2551537,Apple Inc.,AAPL,320193,2026-01-29,10-Q,26.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/320193/000032019326000006/0000320193-26-000006-index.htm,2026-01-30,True,True
2551531,VISA INC.,V,1403161,2026-01-29,10-Q,30.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000045/0001403161-26-000045-index.htm,2026-01-30,True,True
2551334,Apple Inc.,AAPL,320193,2026-01-28,8-K,26.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/320193/000032019326000005/0000320193-26-000005-index.htm,2026-01-29,True,True
2551180,VISA INC.,V,1403161,2026-01-28,8-K,30.12.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316126000044/0001403161-26-000044-index.htm,2026-01-29,True,True
2550889,CATERPILLAR INC,CAT,18230,2026-01-28,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/18230/000001823026000003/0000018230-26-000003-index.htm,2026-01-29,True,True
2550562,MICROSOFT CORP,MSFT,789019,2026-01-27,10-Q,30.12.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/0001193125-26-027207-index.htm,2026-01-28,True,True
2550517,MICROSOFT CORP,MSFT,789019,2026-01-27,8-K,30.12.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/789019/000119312526027198/0001193125-26-027198-index.htm,2026-01-28,True,True
2550320,AT&T INC.,T,732717,2026-01-27,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/732717/000073271726000047/0000732717-26-000047-index.htm,2026-01-28,True,True
2549790,UNITED PARCEL SERVICE INC,UPS,1090727,2026-01-26,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/1090727/000162828026003510/0001628280-26-003510-index.htm,2026-01-27,True,True
2549001,PROCTER & GAMBLE Co,PG,80424,2026-01-22,10-Q,30.12.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/80424/000008042426000011/0000080424-26-000011-index.htm,2026-01-23,True,True
2548764,INTEL CORP,INTC,50863,2026-01-21,8-K,26.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/50863/000005086326000009/0000050863-26-000009-index.htm,2026-01-22,True,True
2548593,PROCTER & GAMBLE Co,PG,80424,2026-01-21,8-K,30.12.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/80424/000008042426000006/0000080424-26-000006-index.htm,2026-01-22,True,True
2546655,BANK OF AMERICA CORP /DE/,BAC,70858,2026-01-13,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/70858/000007085826000020/0000070858-26-000020-index.htm,2026-01-14,True,True
2546223,JPMORGAN CHASE & CO,JPM,19617,2026-01-12,8-K,30.12.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/19617/000162828026001902/0001628280-26-001902-index.htm,2026-01-13,True,True
2543614,"NIKE, Inc.",NKE,320187,2025-12-29,10-Q,29.11.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/320187/000032018725000151/0000320187-25-000151-index.htm,2025-12-30,True,True
2541711,"NIKE, Inc.",NKE,320187,2025-12-17,8-K,29.11.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/320187/000032018725000138/0000320187-25-000138-index.htm,2025-12-18,True,True
2539490,ORACLE CORP,ORCL,1341439,2025-12-10,10-Q,29.11.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/1341439/000119312525315925/0001193125-25-315925-index.htm,2025-12-11,True,True
2537485,"Salesforce, Inc.",CRM,1108524,2025-12-03,10-Q,30.10.2025,2026.0,3.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000238/0001108524-25-000238-index.htm,2025-12-04,True,True
2537381,Walmart Inc.,WMT,104169,2025-12-02,10-Q,30.10.2025,2026.0,3.0,https://www.sec.gov/Archives/edgar/data/104169/000010416925000191/0000104169-25-000191-index.htm,2025-12-03,True,True
2536122,TARGET CORP,TGT,27419,2025-11-25,10-Q,31.10.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/27419/000002741925000126/0000027419-25-000126-index.htm,2025-11-26,True,True
2536015,DEERE & CO,DE,315189,2025-11-25,8-K,1.11.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/315189/000110465925116130/0001104659-25-116130-index.htm,2025-11-26,True,True
2534343,Walmart Inc.,WMT,104169,2025-11-19,8-K,30.10.2025,2026.0,3.0,https://www.sec.gov/Archives/edgar/data/104169/000010416925000177/0000104169-25-000177-index.htm,2025-11-20,True,True
2534164,NVIDIA CORP,NVDA,1045810,2025-11-18,10-Q,25.10.2025,2026.0,3.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000230/0001045810-25-000230-index.htm,2025-11-19,True,True
2530519,Walt Disney Co,DIS,1744489,2025-11-12,8-K,26.9.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000154/0001744489-25-000154-index.htm,2025-11-13,True,True
2525554,CHEVRON CORP,CVX,93410,2025-11-05,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/93410/000009341025000108/0000093410-25-000108-index.htm,2025-11-06,True,True
2525484,INTEL CORP,INTC,50863,2025-11-05,10-Q,26.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/50863/000005086325000179/0000050863-25-000179-index.htm,2025-11-06,True,True
2524685,UNITED PARCEL SERVICE INC,UPS,1090727,2025-11-04,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1090727/000162828025049661/0001628280-25-049661-index.htm,2025-11-05,True,True
2523840,MCDONALDS CORP,MCD,63908,2025-11-04,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/63908/000006390825000059/0000063908-25-000059-index.htm,2025-11-05,True,True
2523452,MCDONALDS CORP,MCD,63908,2025-11-04,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/63908/000006390825000057/0000063908-25-000057-index.htm,2025-11-05,True,True
2523358,ADVANCED MICRO DEVICES INC,AMD,2488,2025-11-04,10-Q,26.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000166/0000002488-25-000166-index.htm,2025-11-05,True,True
2523017,JPMORGAN CHASE & CO,JPM,19617,2025-11-03,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/19617/000162828025048859/0001628280-25-048859-index.htm,2025-11-04,True,True
2522979,ADVANCED MICRO DEVICES INC,AMD,2488,2025-11-03,8-K,26.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000163/0000002488-25-000163-index.htm,2025-11-04,True,True
2522317,PFIZER INC,PFE,78003,2025-11-03,10-Q,27.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/78003/000007800325000150/0000078003-25-000150-index.htm,2025-11-04,True,True
2522225,PFIZER INC,PFE,78003,2025-11-03,8-K,27.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/78003/000007800325000149/0000078003-25-000149-index.htm,2025-11-04,True,True
2521572,EXXON MOBIL CORP,XOM,34088,2025-11-02,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/34088/000003408825000061/0000034088-25-000061-index.htm,2025-11-03,True,True
2521551,CATERPILLAR INC,CAT,18230,2025-11-02,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000048/0000018230-25-000048-index.htm,2025-11-03,True,True
2521140,BANK OF AMERICA CORP /DE/,BAC,70858,2025-10-30,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/70858/000007085825000405/0000070858-25-000405-index.htm,2025-10-31,True,True
2521068,AT&T INC.,T,732717,2025-10-30,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/732717/000073271725000171/0000732717-25-000171-index.htm,2025-10-31,True,True
2520707,EXXON MOBIL CORP,XOM,34088,2025-10-30,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/34088/000003408825000059/0000034088-25-000059-index.htm,2025-10-31,True,True
2520696,CHEVRON CORP,CVX,93410,2025-10-30,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/93410/000009341025000103/0000093410-25-000103-index.htm,2025-10-31,True,True
2519505,Alphabet Inc.,GOOG,1652044,2025-10-29,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/0001652044-25-000091-index.htm,2025-10-30,True,True
2519097,MICROSOFT CORP,MSFT,789019,2025-10-28,10-Q,29.9.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/789019/000119312525256321/0001193125-25-256321-index.htm,2025-10-29,True,True
2518953,MICROSOFT CORP,MSFT,789019,2025-10-28,8-K,29.9.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/789019/000119312525256310/0001193125-25-256310-index.htm,2025-10-29,True,True
2518874,Alphabet Inc.,GOOG,1652044,2025-10-28,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000087/0001652044-25-000087-index.htm,2025-10-29,True,True
2518830,VERIZON COMMUNICATIONS INC,VZ,732712,2025-10-28,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/732712/000073271225000116/0000732712-25-000116-index.htm,2025-10-29,True,True
2518543,VERIZON COMMUNICATIONS INC,VZ,732712,2025-10-28,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/732712/000073271225000114/0000732712-25-000114-index.htm,2025-10-29,True,True
2518430,FIRSTENERGY CORP,FE,1031296,2025-10-27,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129625000085/0001031296-25-000085-index.htm,2025-10-28,True,True
2518086,VISA INC.,V,1403161,2025-10-27,8-K,29.9.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000077/0001403161-25-000077-index.htm,2025-10-28,True,True
2517757,UNITED PARCEL SERVICE INC,UPS,1090727,2025-10-27,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1090727/000162828025046550/0001628280-25-046550-index.htm,2025-10-28,True,True
2517661,Chubb Ltd,CB,896159,2025-10-26,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/896159/000089615925000017/0000896159-25-000017-index.htm,2025-10-27,True,True
2517112,PROCTER & GAMBLE Co,PG,80424,2025-10-23,10-Q,29.9.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/80424/000008042425000245/0000080424-25-000245-index.htm,2025-10-24,True,True
2516868,PROCTER & GAMBLE Co,PG,80424,2025-10-23,8-K,29.9.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/80424/000008042425000240/0000080424-25-000240-index.htm,2025-10-24,True,True
2516850,FORD MOTOR CO,F,37996,2025-10-23,10-Q,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/37996/000003799625000186/0000037996-25-000186-index.htm,2025-10-24,True,True
2516594,INTEL CORP,INTC,50863,2025-10-22,8-K,26.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/50863/000005086325000169/0000050863-25-000169-index.htm,2025-10-23,True,True
2515995,FIRSTENERGY CORP,FE,1031296,2025-10-21,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129625000080/0001031296-25-000080-index.htm,2025-10-22,True,True
2515913,JOHNSON & JOHNSON,JNJ,200406,2025-10-21,10-Q,27.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/200406/000020040625000209/0000200406-25-000209-index.htm,2025-10-22,True,True
2515666,AT&T INC.,T,732717,2025-10-21,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/732717/000073271725000163/0000732717-25-000163-index.htm,2025-10-22,True,True
2515487,LOCKHEED MARTIN CORP,LMT,936468,2025-10-20,10-Q,27.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/936468/000162828025045693/0001628280-25-045693-index.htm,2025-10-21,True,True
2515480,Chubb Ltd,CB,896159,2025-10-20,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/896159/000119312525245172/0001193125-25-245172-index.htm,2025-10-21,True,True
2513841,BANK OF AMERICA CORP /DE/,BAC,70858,2025-10-14,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/70858/000007085825000390/0000070858-25-000390-index.htm,2025-10-15,True,True
2513437,JPMORGAN CHASE & CO,JPM,19617,2025-10-13,8-K,29.9.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/19617/000162828025044845/0001628280-25-044845-index.htm,2025-10-14,True,True
2511130,"NIKE, Inc.",NKE,320187,2025-09-30,10-Q,30.8.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/320187/000032018725000097/0000320187-25-000097-index.htm,2025-10-01,True,True
2510707,"NIKE, Inc.",NKE,320187,2025-09-29,8-K,30.8.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/320187/000032018725000091/0000320187-25-000091-index.htm,2025-09-30,True,True
2505079,ORACLE CORP,ORCL,1341439,2025-09-09,10-Q,30.8.2025,2026.0,1.0,https://www.sec.gov/Archives/edgar/data/1341439/000119312525200095/0001193125-25-200095-index.htm,2025-09-10,True,True
2476113,"Salesforce, Inc.",CRM,1108524,2025-09-03,10-Q,30.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000088/0001108524-25-000088-index.htm,2025-09-04,True,True
2475704,"Salesforce, Inc.",CRM,1108524,2025-09-02,8-K,30.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852425000083/0001108524-25-000083-index.htm,2025-09-03,True,True
2474621,Walmart Inc.,WMT,104169,2025-08-28,10-Q,30.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/104169/000010416925000137/0000104169-25-000137-index.htm,2025-08-29,True,True
2474492,TARGET CORP,TGT,27419,2025-08-28,10-Q,1.8.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/27419/000002741925000118/0000027419-25-000118-index.htm,2025-08-29,True,True
2474042,DEERE & CO,DE,315189,2025-08-27,10-Q,26.7.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/315189/000155837025011789/0001558370-25-011789-index.htm,2025-08-28,True,True
2473653,NVIDIA CORP,NVDA,1045810,2025-08-26,10-Q,26.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000209/0001045810-25-000209-index.htm,2025-08-27,True,True
2473598,NVIDIA CORP,NVDA,1045810,2025-08-26,8-K,26.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000207/0001045810-25-000207-index.htm,2025-08-27,True,True
2471859,Walmart Inc.,WMT,104169,2025-08-20,8-K,30.7.2025,2026.0,2.0,https://www.sec.gov/Archives/edgar/data/104169/000010416925000120/0000104169-25-000120-index.htm,2025-08-21,True,True
2467837,DEERE & CO,DE,315189,2025-08-13,8-K,26.7.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/315189/000155837025011453/0001558370-25-011453-index.htm,2025-08-14,True,True
2462102,CHEVRON CORP,CVX,93410,2025-08-06,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/93410/000009341025000062/0000093410-25-000062-index.htm,2025-08-07,True,True
2461116,UNITED PARCEL SERVICE INC,UPS,1090727,2025-08-05,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000064/0001090727-25-000064-index.htm,2025-08-06,True,True
2460106,MCDONALDS CORP,MCD,63908,2025-08-05,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/63908/000006390825000039/0000063908-25-000039-index.htm,2025-08-06,True,True
2460063,CATERPILLAR INC,CAT,18230,2025-08-05,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000040/0000018230-25-000040-index.htm,2025-08-06,True,True
2459804,MCDONALDS CORP,MCD,63908,2025-08-05,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/63908/000006390825000036/0000063908-25-000036-index.htm,2025-08-06,True,True
2459771,Walt Disney Co,DIS,1744489,2025-08-05,10-Q,27.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000136/0001744489-25-000136-index.htm,2025-08-06,True,True
2459744,Walt Disney Co,DIS,1744489,2025-08-05,8-K,27.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448925000135/0001744489-25-000135-index.htm,2025-08-06,True,True
2459667,ADVANCED MICRO DEVICES INC,AMD,2488,2025-08-05,10-Q,27.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000108/0000002488-25-000108-index.htm,2025-08-06,True,True
2459053,JPMORGAN CHASE & CO,JPM,19617,2025-08-04,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/19617/000001961725000615/0000019617-25-000615-index.htm,2025-08-05,True,True
2458935,ADVANCED MICRO DEVICES INC,AMD,2488,2025-08-04,8-K,27.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000106/0000002488-25-000106-index.htm,2025-08-05,True,True
2458451,PFIZER INC,PFE,78003,2025-08-04,10-Q,28.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/78003/000007800325000138/0000078003-25-000138-index.htm,2025-08-05,True,True
2458387,PFIZER INC,PFE,78003,2025-08-04,8-K,28.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/78003/000007800325000136/0000078003-25-000136-index.htm,2025-08-05,True,True
2458268,CATERPILLAR INC,CAT,18230,2025-08-04,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/18230/000001823025000037/0000018230-25-000037-index.htm,2025-08-05,True,True
2457667,EXXON MOBIL CORP,XOM,34088,2025-08-03,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/34088/000003408825000042/0000034088-25-000042-index.htm,2025-08-04,True,True
2456704,EXXON MOBIL CORP,XOM,34088,2025-07-31,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/34088/000003408825000040/0000034088-25-000040-index.htm,2025-08-01,True,True
2456677,Apple Inc.,AAPL,320193,2025-07-31,10-Q,27.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/320193/000032019325000073/0000320193-25-000073-index.htm,2025-08-01,True,True
2456679,CHEVRON CORP,CVX,93410,2025-07-31,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/93410/000009341025000058/0000093410-25-000058-index.htm,2025-08-01,True,True
2456457,BANK OF AMERICA CORP /DE/,BAC,70858,2025-07-30,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/70858/000007085825000268/0000070858-25-000268-index.htm,2025-07-31,True,True
2456321,Apple Inc.,AAPL,320193,2025-07-30,8-K,27.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/320193/000032019325000071/0000320193-25-000071-index.htm,2025-07-31,True,True
2455450,FORD MOTOR CO,F,37996,2025-07-30,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/37996/000003799625000147/0000037996-25-000147-index.htm,2025-07-31,True,True
2455111,FIRSTENERGY CORP,FE,1031296,2025-07-29,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129625000042/0001031296-25-000042-index.htm,2025-07-30,True,True
2454906,FIRSTENERGY CORP,FE,1031296,2025-07-29,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129625000039/0001031296-25-000039-index.htm,2025-07-30,True,True
2454632,MICROSOFT CORP,MSFT,789019,2025-07-29,8-K,29.6.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/789019/000095017025100226/0000950170-25-100226-index.htm,2025-07-30,True,True
2454213,VISA INC.,V,1403161,2025-07-29,10-Q,29.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000052/0001403161-25-000052-index.htm,2025-07-30,True,True
2453658,VISA INC.,V,1403161,2025-07-28,8-K,29.6.2025,2025.0,3.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316125000051/0001403161-25-000051-index.htm,2025-07-29,True,True
2453268,PROCTER & GAMBLE Co,PG,80424,2025-07-28,8-K,29.6.2025,2025.0,4.0,https://www.sec.gov/Archives/edgar/data/80424/000008042425000067/0000080424-25-000067-index.htm,2025-07-29,True,True
2453212,UNITED PARCEL SERVICE INC,UPS,1090727,2025-07-28,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072725000061/0001090727-25-000061-index.htm,2025-07-29,True,True
2453030,Chubb Ltd,CB,896159,2025-07-27,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/896159/000089615925000012/0000896159-25-000012-index.htm,2025-07-28,True,True
2452208,VERIZON COMMUNICATIONS INC,VZ,732712,2025-07-24,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/732712/000073271225000086/0000732712-25-000086-index.htm,2025-07-25,True,True
2451819,AT&T INC.,T,732717,2025-07-23,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/732717/000073271725000080/0000732717-25-000080-index.htm,2025-07-24,True,True
2451619,INTEL CORP,INTC,50863,2025-07-23,10-Q,27.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/50863/000005086325000109/0000050863-25-000109-index.htm,2025-07-24,True,True
2451613,JOHNSON & JOHNSON,JNJ,200406,2025-07-23,10-Q,28.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/200406/000020040625000178/0000200406-25-000178-index.htm,2025-07-24,True,True
2451576,INTEL CORP,INTC,50863,2025-07-23,8-K,27.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/50863/000005086325000107/0000050863-25-000107-index.htm,2025-07-24,True,True
2451207,Alphabet Inc.,GOOG,1652044,2025-07-23,10-Q,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/0001652044-25-000062-index.htm,2025-07-24,True,True
2450755,Alphabet Inc.,GOOG,1652044,2025-07-22,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000056/0001652044-25-000056-index.htm,2025-07-23,True,True
2450570,AT&T INC.,T,732717,2025-07-22,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/732717/000073271725000076/0000732717-25-000076-index.htm,2025-07-23,True,True
2450353,LOCKHEED MARTIN CORP,LMT,936468,2025-07-21,10-Q,28.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/936468/000162828025035565/0001628280-25-035565-index.htm,2025-07-22,True,True
2450346,Chubb Ltd,CB,896159,2025-07-21,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/896159/000119312525162607/0001193125-25-162607-index.htm,2025-07-22,True,True
2449695,VERIZON COMMUNICATIONS INC,VZ,732712,2025-07-20,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/732712/000073271225000083/0000732712-25-000083-index.htm,2025-07-21,True,True
2448566,BANK OF AMERICA CORP /DE/,BAC,70858,2025-07-15,8-K,29.6.2025,2025.0,2.0,https://www.sec.gov/Archives/edgar/data/70858/000007085825000254/0000070858-25-000254-index.htm,2025-07-16,True,True
