Filing ID,Company,Ticker,CIK,Filing Date,Filing Type,Period End,Fiscal Year,Fiscal Period,SEC Link,Calcbench Published,Data,is_verified_signal
2188223,NVIDIA CORP,NVDA,1045810,2023-11-20,10-Q,28.10.2023,2024.0,3.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000227/0001045810-23-000227-index.htm,2023-11-21,True,True
2186296,Walmart Inc.,WMT,104169,2023-11-15,8-K,30.10.2023,2024.0,3.0,https://www.sec.gov/Archives/edgar/data/104169/000010416923000124/0000104169-23-000124-index.htm,2023-11-16,True,True
2179051,PFIZER INC,PFE,78003,2023-11-07,10-Q,30.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/78003/000007800323000115/0000078003-23-000115-index.htm,2023-11-08,True,True
2178900,Walt Disney Co,DIS,1744489,2023-11-07,8-K,29.9.2023,2023.0,4.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000213/0001744489-23-000213-index.htm,2023-11-08,True,True
2174321,Apple Inc.,AAPL,320193,2023-11-01,8-K,29.9.2023,2023.0,4.0,https://www.sec.gov/Archives/edgar/data/320193/000032019323000104/0000320193-23-000104-index.htm,2023-11-02,True,True
2173764,MCDONALDS CORP,MCD,63908,2023-11-01,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000101/0000063908-23-000101-index.htm,2023-11-02,True,True
2173648,CHEVRON CORP,CVX,93410,2023-11-01,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000088/0000093410-23-000088-index.htm,2023-11-02,True,True
2172719,UNITED PARCEL SERVICE INC,UPS,1090727,2023-10-31,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000054/0001090727-23-000054-index.htm,2023-11-01,True,True
2172702,JPMORGAN CHASE & CO,JPM,19617,2023-10-31,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/19617/000001961723000524/0000019617-23-000524-index.htm,2023-11-01,True,True
2172672,ADVANCED MICRO DEVICES INC,AMD,2488,2023-10-31,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000195/0000002488-23-000195-index.htm,2023-11-01,True,True
2172557,Chubb Ltd,CB,896159,2023-10-31,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/896159/000089615923000016/0000896159-23-000016-index.htm,2023-11-01,True,True
2172045,CATERPILLAR INC,CAT,18230,2023-10-31,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000056/0000018230-23-000056-index.htm,2023-11-01,True,True
2171286,BANK OF AMERICA CORP /DE/,BAC,70858,2023-10-30,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/70858/000007085823000272/0000070858-23-000272-index.htm,2023-10-31,True,True
2170951,AT&T INC.,T,732717,2023-10-30,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/732717/000073271723000057/0000732717-23-000057-index.htm,2023-10-31,True,True
2170895,EXXON MOBIL CORP,XOM,34088,2023-10-30,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000056/0000034088-23-000056-index.htm,2023-10-31,True,True
2170800,PFIZER INC,PFE,78003,2023-10-30,8-K,30.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/78003/000007800323000111/0000078003-23-000111-index.htm,2023-10-31,True,True
2169877,MCDONALDS CORP,MCD,63908,2023-10-29,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000098/0000063908-23-000098-index.htm,2023-10-30,True,True
2169453,JOHNSON & JOHNSON,JNJ,200406,2023-10-26,10-Q,30.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/200406/000020040623000102/0000200406-23-000102-index.htm,2023-10-27,True,True
2169042,EXXON MOBIL CORP,XOM,34088,2023-10-26,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000054/0000034088-23-000054-index.htm,2023-10-27,True,True
2169023,FORD MOTOR CO,F,37996,2023-10-26,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/37996/000003799623000068/0000037996-23-000068-index.htm,2023-10-27,True,True
2169017,INTEL CORP,INTC,50863,2023-10-26,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000103/0000050863-23-000103-index.htm,2023-10-27,True,True
2169031,CHEVRON CORP,CVX,93410,2023-10-26,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000085/0000093410-23-000085-index.htm,2023-10-27,True,True
2168744,FIRSTENERGY CORP,FE,1031296,2023-10-25,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129623000061/0001031296-23-000061-index.htm,2023-10-26,True,True
2168453,INTEL CORP,INTC,50863,2023-10-25,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000100/0000050863-23-000100-index.htm,2023-10-26,True,True
2168237,VERIZON COMMUNICATIONS INC,VZ,732712,2023-10-25,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/732712/000073271223000063/0000732712-23-000063-index.htm,2023-10-26,True,True
2167905,UNITED PARCEL SERVICE INC,UPS,1090727,2023-10-25,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000050/0001090727-23-000050-index.htm,2023-10-26,True,True
2166988,Alphabet Inc.,GOOG,1652044,2023-10-24,10-Q,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000094/0001652044-23-000094-index.htm,2023-10-25,True,True
2166650,Chubb Ltd,CB,896159,2023-10-23,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/896159/000119312523261690/0001193125-23-261690-index.htm,2023-10-24,True,True
2166631,MICROSOFT CORP,MSFT,789019,2023-10-23,10-Q,29.9.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/789019/000095017023054855/0000950170-23-054855-index.htm,2023-10-24,True,True
2166552,MICROSOFT CORP,MSFT,789019,2023-10-23,8-K,29.9.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/789019/000095017023054848/0000950170-23-054848-index.htm,2023-10-24,True,True
2166561,VISA INC.,V,1403161,2023-10-23,8-K,29.9.2023,2023.0,4.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316123000092/0001403161-23-000092-index.htm,2023-10-24,True,True
2166545,Alphabet Inc.,GOOG,1652044,2023-10-23,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000088/0001652044-23-000088-index.htm,2023-10-24,True,True
2166331,VERIZON COMMUNICATIONS INC,VZ,732712,2023-10-23,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/732712/000073271223000060/0000732712-23-000060-index.htm,2023-10-24,True,True
2164653,AT&T INC.,T,732717,2023-10-18,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/732717/000073271723000054/0000732717-23-000054-index.htm,2023-10-19,True,True
2164365,PROCTER & GAMBLE Co,PG,80424,2023-10-17,10-Q,29.9.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/80424/000008042423000103/0000080424-23-000103-index.htm,2023-10-18,True,True
2164174,PROCTER & GAMBLE Co,PG,80424,2023-10-17,8-K,29.9.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/80424/000008042423000094/0000080424-23-000094-index.htm,2023-10-18,True,True
2163824,LOCKHEED MARTIN CORP,LMT,936468,2023-10-16,10-Q,23.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000123/0000936468-23-000123-index.htm,2023-10-17,True,True
2163670,LOCKHEED MARTIN CORP,LMT,936468,2023-10-16,8-K,23.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000121/0000936468-23-000121-index.htm,2023-10-17,True,True
2163653,BANK OF AMERICA CORP /DE/,BAC,70858,2023-10-16,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/70858/000007085823000264/0000070858-23-000264-index.htm,2023-10-17,True,True
2162718,JPMORGAN CHASE & CO,JPM,19617,2023-10-12,8-K,29.9.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/19617/000001961723000508/0000019617-23-000508-index.htm,2023-10-13,True,True
2161141,"NIKE, Inc.",NKE,320187,2023-10-05,10-Q,30.8.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/320187/000032018723000052/0000320187-23-000052-index.htm,2023-10-06,True,True
2158774,"NIKE, Inc.",NKE,320187,2023-09-27,8-K,30.8.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/320187/000032018723000048/0000320187-23-000048-index.htm,2023-09-28,True,True
2154025,ORACLE CORP,ORCL,1341439,2023-09-11,10-Q,30.8.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/1341439/000095017023047713/0000950170-23-047713-index.htm,2023-09-12,True,True
2150538,"Salesforce, Inc.",CRM,1108524,2023-08-29,8-K,30.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852423000037/0001108524-23-000037-index.htm,2023-09-06,True,True
2151460,Walmart Inc.,WMT,104169,2023-08-31,10-Q,30.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/104169/000010416923000097/0000104169-23-000097-index.htm,2023-09-01,True,True
2150929,DEERE & CO,DE,315189,2023-08-30,10-Q,29.7.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/315189/000155837023015380/0001558370-23-015380-index.htm,2023-08-31,True,True
2150786,"Salesforce, Inc.",CRM,1108524,2023-08-30,10-Q,30.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852423000040/0001108524-23-000040-index.htm,2023-08-31,True,True
2148399,NVIDIA CORP,NVDA,1045810,2023-08-22,8-K,29.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000171/0001045810-23-000171-index.htm,2023-08-30,True,True
2149383,NVIDIA CORP,NVDA,1045810,2023-08-27,10-Q,29.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000175/0001045810-23-000175-index.htm,2023-08-28,True,True
2149112,TARGET CORP,TGT,27419,2023-08-24,10-Q,28.7.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/27419/000002741923000035/0000027419-23-000035-index.htm,2023-08-25,True,True
2146646,DEERE & CO,DE,315189,2023-08-17,8-K,29.7.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/315189/000155837023015085/0001558370-23-015085-index.htm,2023-08-22,True,True
2146220,Walmart Inc.,WMT,104169,2023-08-16,8-K,30.7.2023,2024.0,2.0,https://www.sec.gov/Archives/edgar/data/104169/000010416923000088/0000104169-23-000088-index.htm,2023-08-17,True,True
2139760,PFIZER INC,PFE,78003,2023-08-08,10-Q,1.7.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/78003/000007800323000088/0000078003-23-000088-index.htm,2023-08-09,True,True
2140167,Walt Disney Co,DIS,1744489,2023-08-08,10-Q,30.6.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000171/0001744489-23-000171-index.htm,2023-08-09,True,True
2139576,Walt Disney Co,DIS,1744489,2023-08-08,8-K,30.6.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000169/0001744489-23-000169-index.htm,2023-08-09,True,True
2138357,UNITED PARCEL SERVICE INC,UPS,1090727,2023-08-07,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000038/0001090727-23-000038-index.htm,2023-08-08,True,True
2136946,UNITED PARCEL SERVICE INC,UPS,1090727,2023-08-07,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000035/0001090727-23-000035-index.htm,2023-08-08,True,True
2134896,Apple Inc.,AAPL,320193,2023-08-03,10-Q,30.6.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/320193/000032019323000077/0000320193-23-000077-index.htm,2023-08-04,True,True
2134492,JPMORGAN CHASE & CO,JPM,19617,2023-08-02,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/19617/000001961723000432/0000019617-23-000432-index.htm,2023-08-03,True,True
2133628,CHEVRON CORP,CVX,93410,2023-08-02,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000079/0000093410-23-000079-index.htm,2023-08-03,True,True
2132737,ADVANCED MICRO DEVICES INC,AMD,2488,2023-08-01,10-Q,30.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000139/0000002488-23-000139-index.htm,2023-08-02,True,True
2131838,MCDONALDS CORP,MCD,63908,2023-08-01,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000076/0000063908-23-000076-index.htm,2023-08-02,True,True
2131816,CATERPILLAR INC,CAT,18230,2023-08-01,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000047/0000018230-23-000047-index.htm,2023-08-02,True,True
2131136,FIRSTENERGY CORP,FE,1031296,2023-07-31,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129623000054/0001031296-23-000054-index.htm,2023-08-01,True,True
2130723,EXXON MOBIL CORP,XOM,34088,2023-07-31,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000048/0000034088-23-000048-index.htm,2023-08-01,True,True
2130629,PFIZER INC,PFE,78003,2023-07-31,8-K,1.7.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/78003/000007800323000085/0000078003-23-000085-index.htm,2023-08-01,True,True
2130147,BANK OF AMERICA CORP /DE/,BAC,70858,2023-07-30,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/70858/000007085823000176/0000070858-23-000176-index.htm,2023-07-31,True,True
2129973,JOHNSON & JOHNSON,JNJ,200406,2023-07-30,10-Q,1.7.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/200406/000020040623000082/0000200406-23-000082-index.htm,2023-07-31,True,True
2129161,Chubb Ltd,CB,896159,2023-07-27,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/896159/000089615923000013/0000896159-23-000013-index.htm,2023-07-28,True,True
2129016,VERIZON COMMUNICATIONS INC,VZ,732712,2023-07-27,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/732712/000073271223000055/0000732712-23-000055-index.htm,2023-07-28,True,True
2128921,PROCTER & GAMBLE Co,PG,80424,2023-07-27,8-K,29.6.2023,2023.0,4.0,https://www.sec.gov/Archives/edgar/data/80424/000008042423000059/0000080424-23-000059-index.htm,2023-07-28,True,True
2128894,EXXON MOBIL CORP,XOM,34088,2023-07-27,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000046/0000034088-23-000046-index.htm,2023-07-28,True,True
2128871,FORD MOTOR CO,F,37996,2023-07-27,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/37996/000003799623000050/0000037996-23-000050-index.htm,2023-07-28,True,True
2128866,INTEL CORP,INTC,50863,2023-07-27,10-Q,30.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000069/0000050863-23-000069-index.htm,2023-07-28,True,True
2128885,CHEVRON CORP,CVX,93410,2023-07-27,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000076/0000093410-23-000076-index.htm,2023-07-28,True,True
2128537,AT&T INC.,T,732717,2023-07-26,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/732717/000073271723000047/0000732717-23-000047-index.htm,2023-07-27,True,True
2128199,INTEL CORP,INTC,50863,2023-07-26,8-K,30.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000068/0000050863-23-000068-index.htm,2023-07-27,True,True
2127774,MCDONALDS CORP,MCD,63908,2023-07-26,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000073/0000063908-23-000073-index.htm,2023-07-27,True,True
2126657,AT&T INC.,T,732717,2023-07-25,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/732717/000073271723000043/0000732717-23-000043-index.htm,2023-07-26,True,True
2126633,VISA INC.,V,1403161,2023-07-25,10-Q,29.6.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316123000072/0001403161-23-000072-index.htm,2023-07-26,True,True
2126636,Alphabet Inc.,GOOG,1652044,2023-07-25,10-Q,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000070/0001652044-23-000070-index.htm,2023-07-26,True,True
2126331,Chubb Ltd,CB,896159,2023-07-24,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/896159/000119312523193451/0001193125-23-193451-index.htm,2023-07-25,True,True
2126262,VISA INC.,V,1403161,2023-07-24,8-K,29.6.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316123000069/0001403161-23-000069-index.htm,2023-07-25,True,True
2126238,MICROSOFT CORP,MSFT,789019,2023-07-24,8-K,29.6.2023,2023.0,4.0,https://www.sec.gov/Archives/edgar/data/789019/000095017023034400/0000950170-23-034400-index.htm,2023-07-25,True,True
2126228,Alphabet Inc.,GOOG,1652044,2023-07-24,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000067/0001652044-23-000067-index.htm,2023-07-25,True,True
2126020,VERIZON COMMUNICATIONS INC,VZ,732712,2023-07-24,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/732712/000073271223000051/0000732712-23-000051-index.htm,2023-07-25,True,True
2125468,CHEVRON CORP,CVX,93410,2023-07-23,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/93410/000095014223002083/0000950142-23-002083-index.htm,2023-07-24,True,True
2124336,JOHNSON & JOHNSON,JNJ,200406,2023-07-19,8-K,1.7.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/200406/000020040623000073/0000200406-23-000073-index.htm,2023-07-20,True,True
2123812,LOCKHEED MARTIN CORP,LMT,936468,2023-07-18,10-Q,24.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000099/0000936468-23-000099-index.htm,2023-07-19,True,True
2123370,LOCKHEED MARTIN CORP,LMT,936468,2023-07-17,8-K,24.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/936468/000093646823000096/0000936468-23-000096-index.htm,2023-07-18,True,True
2123360,BANK OF AMERICA CORP /DE/,BAC,70858,2023-07-17,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/70858/000007085823000166/0000070858-23-000166-index.htm,2023-07-18,True,True
2122317,JPMORGAN CHASE & CO,JPM,19617,2023-07-13,8-K,29.6.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/19617/000001961723000425/0000019617-23-000425-index.htm,2023-07-14,True,True
2110292,Walmart Inc.,WMT,104169,2023-06-01,10-Q,29.4.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/104169/000010416923000052/0000104169-23-000052-index.htm,2023-06-02,True,True
2109703,DEERE & CO,DE,315189,2023-05-31,10-Q,29.4.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/315189/000155837023010713/0001558370-23-010713-index.htm,2023-06-01,True,True
2109495,"Salesforce, Inc.",CRM,1108524,2023-05-31,10-Q,29.4.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/1108524/000110852423000023/0001108524-23-000023-index.htm,2023-06-01,True,True
2108036,NVIDIA CORP,NVDA,1045810,2023-05-25,10-Q,29.4.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000093/0001045810-23-000093-index.htm,2023-05-26,True,True
2107844,TARGET CORP,TGT,27419,2023-05-25,10-Q,28.4.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/27419/000002741923000025/0000027419-23-000025-index.htm,2023-05-26,True,True
2104504,DEERE & CO,DE,315189,2023-05-18,8-K,29.4.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/315189/000155837023010220/0001558370-23-010220-index.htm,2023-05-19,True,True
2103920,Walmart Inc.,WMT,104169,2023-05-17,8-K,29.4.2023,2024.0,1.0,https://www.sec.gov/Archives/edgar/data/104169/000010416923000043/0000104169-23-000043-index.htm,2023-05-18,True,True
2097035,Walt Disney Co,DIS,1744489,2023-05-09,10-Q,31.3.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000099/0001744489-23-000099-index.htm,2023-05-10,True,True
2096380,Walt Disney Co,DIS,1744489,2023-05-09,8-K,31.3.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1744489/000174448923000097/0001744489-23-000097-index.htm,2023-05-10,True,True
2096289,PFIZER INC,PFE,78003,2023-05-09,10-Q,1.4.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/78003/000162828023017196/0001628280-23-017196-index.htm,2023-05-10,True,True
2091522,Apple Inc.,AAPL,320193,2023-05-04,10-Q,31.3.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/320193/000032019323000064/0000320193-23-000064-index.htm,2023-05-05,True,True
2091055,MCDONALDS CORP,MCD,63908,2023-05-03,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000036/0000063908-23-000036-index.htm,2023-05-04,True,True
2090259,CHEVRON CORP,CVX,93410,2023-05-03,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000066/0000093410-23-000066-index.htm,2023-05-04,True,True
2089333,UNITED PARCEL SERVICE INC,UPS,1090727,2023-05-02,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/1090727/000109072723000025/0001090727-23-000025-index.htm,2023-05-03,True,True
2089185,ADVANCED MICRO DEVICES INC,AMD,2488,2023-05-02,10-Q,31.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000076/0000002488-23-000076-index.htm,2023-05-03,True,True
2089082,JPMORGAN CHASE & CO,JPM,19617,2023-05-02,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/19617/000001961723000310/0000019617-23-000310-index.htm,2023-05-03,True,True
2088572,CATERPILLAR INC,CAT,18230,2023-05-02,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/18230/000001823023000022/0000018230-23-000022-index.htm,2023-05-03,True,True
2088288,FORD MOTOR CO,F,37996,2023-05-02,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/37996/000003799623000029/0000037996-23-000029-index.htm,2023-05-03,True,True
2088136,Chubb Ltd,CB,896159,2023-05-01,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/896159/000089615923000010/0000896159-23-000010-index.htm,2023-05-02,True,True
2087487,EXXON MOBIL CORP,XOM,34088,2023-05-01,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000030/0000034088-23-000030-index.htm,2023-05-02,True,True
2087341,PFIZER INC,PFE,78003,2023-05-01,8-K,1.4.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/78003/000162828023014759/0001628280-23-014759-index.htm,2023-05-02,True,True
2086875,BANK OF AMERICA CORP /DE/,BAC,70858,2023-04-30,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/70858/000007085823000142/0000070858-23-000142-index.htm,2023-05-01,True,True
2086594,AT&T INC.,T,732717,2023-04-30,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/732717/000073271723000022/0000732717-23-000022-index.htm,2023-05-01,True,True
2084889,JOHNSON & JOHNSON,JNJ,200406,2023-04-27,10-Q,1.4.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/200406/000020040623000056/0000200406-23-000056-index.htm,2023-04-28,True,True
2084108,EXXON MOBIL CORP,XOM,34088,2023-04-27,8-K,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/34088/000003408823000028/0000034088-23-000028-index.htm,2023-04-28,True,True
2084066,INTEL CORP,INTC,50863,2023-04-27,10-Q,31.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000028/0000050863-23-000028-index.htm,2023-04-28,True,True
2084085,CHEVRON CORP,CVX,93410,2023-04-27,8-K,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/93410/000009341023000063/0000093410-23-000063-index.htm,2023-04-28,True,True
2083532,FIRSTENERGY CORP,FE,1031296,2023-04-26,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/1031296/000103129623000032/0001031296-23-000032-index.htm,2023-04-27,True,True
2083370,INTEL CORP,INTC,50863,2023-04-26,8-K,31.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/50863/000005086323000027/0000050863-23-000027-index.htm,2023-04-27,True,True
2082861,VERIZON COMMUNICATIONS INC,VZ,732712,2023-04-26,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/732712/000073271223000029/0000732712-23-000029-index.htm,2023-04-27,True,True
2082397,VISA INC.,V,1403161,2023-04-26,10-Q,30.3.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316123000031/0001403161-23-000031-index.htm,2023-04-27,True,True
2081162,Alphabet Inc.,GOOG,1652044,2023-04-25,10-Q,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000045/0001652044-23-000045-index.htm,2023-04-26,True,True
2080632,MICROSOFT CORP,MSFT,789019,2023-04-24,10-Q,30.3.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/789019/000095017023014423/0000950170-23-014423-index.htm,2023-04-25,True,True
2080657,Chubb Ltd,CB,896159,2023-04-24,8-K,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/896159/000119312523115383/0001193125-23-115383-index.htm,2023-04-25,True,True
2080517,VISA INC.,V,1403161,2023-04-24,8-K,30.3.2023,2023.0,2.0,https://www.sec.gov/Archives/edgar/data/1403161/000140316123000027/0001403161-23-000027-index.htm,2023-04-25,True,True
2080508,MICROSOFT CORP,MSFT,789019,2023-04-24,8-K,30.3.2023,2023.0,3.0,https://www.sec.gov/Archives/edgar/data/789019/000119312523115280/0001193125-23-115280-index.htm,2023-04-25,True,True
2080496,Alphabet Inc.,GOOG,1652044,2023-04-24,8-K,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000041/0001652044-23-000041-index.htm,2023-04-25,True,True
2080220,MCDONALDS CORP,MCD,63908,2023-04-24,8-K,30.3.2023,2023.0,1.0,https://www.sec.gov/Archives/edgar/data/63908/000006390823000030/0000063908-23-000030-index.htm,2023-04-25,True,True
